,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
13264663777,-0.6666666666666666,0.0,-0.14285714285714285,0.14285714285714285,0.03571428571428571,0.043478260869565216,-0.14285714285714285,-0.2,0.024390243902439025,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.03571428571428571,0.0,0.25,0.0,-1.0,-0.2,-0.18181818181818182,0.42857142857142855,0.1111111111111111
13263750995,-0.6666666666666666,0.0,-0.14285714285714285,-0.42857142857142855,-0.03571428571428571,-0.043478260869565216,-0.14285714285714285,-0.1,-0.024390243902439025,0.0,0.0,0.0,0.11764705882352941,0.0,-0.5,0.0,0.10714285714285714,0.0,0.0,0.0,-1.0,-0.2,0.0,0.14285714285714285,0.1111111111111111
13263613156,0.0,0.0,0.14285714285714285,-0.7142857142857143,0.10714285714285714,-0.13043478260869565,-0.14285714285714285,0.1,0.12195121951219512,0.0,0.0,0.0,-0.11764705882352941,0.0,0.0,0.0,0.25,0.0,0.25,0.0,1.0,-0.2,0.0,-0.42857142857142855,-0.3333333333333333
13249068738,-0.6666666666666666,0.0,-0.14285714285714285,-0.7142857142857143,-0.21428571428571427,-0.30434782608695654,-0.14285714285714285,-0.2,-0.2682926829268293,0.0,0.0,0.0,-0.17647058823529413,-0.2222222222222222,-0.5,0.0,-0.32142857142857145,0.0,-0.25,0.0,-1.0,-0.2,-0.18181818181818182,-0.42857142857142855,-0.3333333333333333
13244840492,0.6666666666666666,0.0,0.14285714285714285,0.14285714285714285,0.0,0.13043478260869565,-0.14285714285714285,0.0,0.07317073170731707,0.0,0.0,0.0,0.17647058823529413,0.2222222222222222,0.5,0.0,0.17857142857142858,0.0,-0.25,0.0,1.0,0.2,0.0,0.14285714285714285,0.3333333333333333
13244520859,0.6666666666666666,0.0,-0.14285714285714285,0.14285714285714285,0.07142857142857142,0.043478260869565216,-0.14285714285714285,0.1,0.12195121951219512,0.0,0.0,0.0,0.058823529411764705,-0.2222222222222222,0.0,0.0,0.17857142857142858,0.0,0.0,0.0,-1.0,-0.2,0.0,-0.14285714285714285,0.1111111111111111
13241149237,-0.6666666666666666,0.0,-0.14285714285714285,-0.7142857142857143,-0.21428571428571427,-0.30434782608695654,-0.14285714285714285,-0.2,-0.2682926829268293,0.0,0.0,0.0,-0.17647058823529413,-0.2222222222222222,-0.5,0.0,-0.32142857142857145,0.0,-0.25,0.0,-1.0,-0.2,-0.18181818181818182,-0.42857142857142855,-0.3333333333333333
13240718620,0.0,0.0,0.14285714285714285,-0.14285714285714285,-0.07142857142857142,-0.13043478260869565,-0.14285714285714285,0.0,-0.024390243902439025,0.0,0.0,0.0,-0.11764705882352941,0.0,-0.5,0.0,-0.03571428571428571,0.0,0.0,0.0,1.0,-0.2,0.0,-0.14285714285714285,-0.3333333333333333
13240463751,0.0,0.0,0.14285714285714285,0.7142857142857143,0.03571428571428571,0.21739130434782608,0.14285714285714285,0.1,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.17857142857142858,0.0,-0.25,0.0,1.0,-0.2,0.0,0.14285714285714285,0.1111111111111111
13240304890,-0.6666666666666666,0.0,-0.14285714285714285,-0.7142857142857143,-0.21428571428571427,-0.30434782608695654,-0.14285714285714285,-0.2,-0.2682926829268293,0.0,0.0,0.0,-0.17647058823529413,-0.2222222222222222,-0.5,0.0,-0.32142857142857145,0.0,-0.25,0.0,-1.0,-0.2,-0.18181818181818182,-0.42857142857142855,-0.3333333333333333
13240301382,-0.6666666666666666,0.0,-0.14285714285714285,-0.7142857142857143,-0.21428571428571427,-0.30434782608695654,-0.14285714285714285,-0.2,-0.2682926829268293,0.0,0.0,0.0,-0.17647058823529413,-0.2222222222222222,-0.5,0.0,-0.32142857142857145,0.0,-0.25,0.0,-1.0,-0.2,-0.18181818181818182,-0.42857142857142855,-0.3333333333333333
13239966016,0.0,0.0,0.14285714285714285,-0.14285714285714285,-0.17857142857142858,-0.043478260869565216,-0.14285714285714285,-0.1,-0.12195121951219512,0.0,0.0,0.0,0.058823529411764705,0.0,-0.5,0.0,-0.10714285714285714,0.0,-0.25,0.0,1.0,0.2,0.0,0.14285714285714285,0.1111111111111111
13239867945,-0.6666666666666666,0.0,-0.14285714285714285,-0.7142857142857143,-0.21428571428571427,-0.30434782608695654,-0.14285714285714285,-0.2,-0.2682926829268293,0.0,0.0,0.0,-0.17647058823529413,-0.2222222222222222,-0.5,0.0,-0.32142857142857145,0.0,-0.25,0.0,-1.0,-0.2,-0.18181818181818182,-0.42857142857142855,-0.3333333333333333
